-0.30595,0.17578,Negative
0.44801,0.019361,Negative
-0.042966,-0.060334,Negative
-0.22609,-0.093193,Negative
0.19478,-0.18775,Negative
-0.071437,0.0017329,Negative
-0.34051,0.51221,Negative
0.28206,-0.1726,Negative
-0.0086617,-0.019097,Negative
-0.03585,-0.21221,Negative
0.010286,0.15957,Negative
0.14187,0.0062099,Negative
-0.12856,-0.13996,Negative
0.072788,0.45345,Negative
-0.028927,0.22255,Negative
-0.28289,0.081465,Negative
0.39552,0.18841,Negative
-0.20197,0.30302,Negative
-0.36641,0.033439,Negative
0.36317,-0.1253,Negative
0.27357,0.030883,Negative
0.16556,-0.10548,Negative
-0.1624,-0.25324,Negative
-0.0076697,0.060031,Negative
0.30678,0.12782,Negative
0.071724,-0.018959,Negative
-0.29487,0.077556,Negative
0.23541,-0.17324,Negative
0.19382,-0.069181,Negative
0.24884,0.48151,Negative
-0.10904,0.46444,Negative
-0.27907,0.37522,Positive
0.60652,0.81807,Positive
-0.19263,-0.41241,Positive
0.06495,0.85486,Positive
0.40745,0.037402,Positive
-0.27807,1.169,Positive
0.32704,1.6031,Positive
0.56875,0.18954,Positive
0.61178,0.84774,Positive
0.98054,0.05688,Positive
0.36726,0.16576,Positive
1.0155,0.91505,Positive
0.62495,1.0141,Positive
0.2325,1.4725,Positive
0.31276,1.5177,Positive
-0.025583,0.56789,Positive
0.17021,0.14064,Positive
0.083544,1.3204,Positive
0.90878,1.2717,Positive
0.49307,1.0907,Positive
0.44299,-0.074395,Positive
0.40232,0.80934,Positive
1.7726,1.6857,Positive
-0.060308,0.46105,Positive
-0.24968,0.76801,Positive
0.25348,0.2983,Positive
0.88006,1.0573,Positive
0.37631,0.4073,Positive
0.79627,0.76989,Positive
1.2226,0.51768,Positive
0.17367,0.22141,Positive
0.83376,-0.14984,Positive
1.7561,0.58701,Positive
0.22243,1.759,Positive
-0.50759,1.2097,Positive
1.2562,0.60736,Positive
0.44604,0.099237,Positive
2.947,-0.31507,Positive
0.17951,1.6556,Positive
-0.10261,3.0717,Positive
1.3011,0.7011,Positive
1.8414,1.4874,Positive
0.60231,0.53798,Positive
0.49383,1.1252,Positive
0.68656,0.11055,Positive
0.86816,0.91549,Positive
0.31721,1.0414,Positive
-0.1995,0.6825,Positive
0.78733,0.39343,Positive
0.31745,3.2226,Positive
0.20254,0.76292,Positive
-0.12577,0.69191,Positive
0.14875,0.71722,Positive
0.41786,1.1275,Positive
0.40215,0.55005,Positive
0.80163,-0.17422,Positive
0.35905,1.7772,Positive
1.3704,0.098667,Positive
0.032891,0.77426,Positive
0.79371,0.95862,Positive
0.70695,1.8066,Positive
1.1687,1.5209,Positive
1.4853,0.1087,Positive
1.3905,0.046958,Positive
0.94132,1.2969,Positive
0.25981,1.1074,Positive
1.0454,0.54996,Positive
0.21647,0.14323,Positive
2.5383,0.40406,Positive
0.98125,-0.091322,Positive
0.48388,1.2699,Positive
0.68653,1.3146,Positive
1.115,-0.23805,Positive
1.1851,0.30033,Positive
1.5025,1.7471,Positive
0.6428,0.92133,Positive
1.4345,1.2728,Positive
0.61392,0.73822,Positive
0.24077,0.0037173,Positive
0.25421,0.15319,Positive
0.29047,1.3665,Positive
0.32859,0.9405,Positive
0.38762,0.79364,Positive
0.64637,1.2781,Positive
1.4502,0.20495,Positive
0.15294,-0.29122,Positive
1.3019,1.7052,Positive
1.186,0.46281,Positive
0.53377,0.9485,Positive
1.6044,0.38687,Positive
2.7676,0.94085,Positive
0.60348,0.42818,Positive
1.4484,0.91222,Positive
0.68686,1.4469,Positive
-0.11943,0.23797,Positive
0.9974,-0.15964,Positive
-0.06514,0.87717,Positive
0.28228,2.1123,Positive
0.62764,0.62757,Positive
2.4008,1.1358,Positive
